Genome	Pas_cpn60	Pas_fusA	Pas_gltA	Pas_pyrG	Pas_recA	Pas_rplB	Pas_rpoB	ST	Scheme	clonal_complex	species	CC	Assigned IC	Corrected IC
GCA_029674845.1_ASM2967484v1_genomic.fna	3	2	2	2	7	2	5	331	abaumannii#2		Acinetobacter baumannii	36	Not IC	Not IC
GCA_029713725.1_ASM2971372v1_genomic.fna	41	42	13	1	5	4	14	158	abaumannii#2		Acinetobacter baumannii	26	IC12	IC12
GCA_029713745.1_ASM2971374v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029713765.1_ASM2971376v1_genomic.fna	2	229	2	2	2	2	2	1579	abaumannii#2			0	IC2	IC2
GCA_029713785.1_ASM2971378v1_genomic.fna	2	2	2	2	2	2	4	570	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029713805.1_ASM2971380v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_029713825.1_ASM2971382v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029713845.1_ASM2971384v1_genomic.fna	2	229	2	2	2	2	2	1579	abaumannii#2			0	IC2	IC2
GCA_029713865.1_ASM2971386v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029713905.1_ASM2971390v1_genomic.fna	2	229	2	2	2	2	2	1579	abaumannii#2			0	IC2	IC2
GCA_029713925.1_ASM2971392v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029713945.1_ASM2971394v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029713965.1_ASM2971396v1_genomic.fna	2	2	2	2	2	2	4	570	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029713985.1_ASM2971398v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029714005.1_ASM2971400v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029714025.1_ASM2971402v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029714045.1_ASM2971404v1_genomic.fna	2	2	2	2	5	2	1	1572	abaumannii#2			96	Not IC	Not IC
GCA_029714065.1_ASM2971406v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029714085.1_ASM2971408v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029714105.1_ASM2971410v1_genomic.fna	2	230	2	2	2	2	2	1580	abaumannii#2			0	IC2	IC2
GCA_029714125.1_ASM2971412v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029714145.1_ASM2971414v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029714165.1_ASM2971416v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029748815.1_ASM2974881v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029767905.3_ASM2976790v3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029774195.1_ASM2977419v1_genomic.fna	5	12	11	2	14	9	14	46	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_029774235.1_ASM2977423v1_genomic.fna	2	2	2	2	2	2	5	724	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029774275.1_ASM2977427v1_genomic.fna	2	2	2	2	2	2	5	724	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029774295.1_ASM2977429v1_genomic.fna	2	2	2	2	2	2	5	724	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029774315.1_ASM2977431v1_genomic.fna	2	2	2	2	2	2	5	724	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029774335.1_ASM2977433v1_genomic.fna	2	2	2	2	2	2	5	724	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029774355.1_ASM2977435v1_genomic.fna	2	2	2	2	2	2	5	724	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029814335.1_ASM2981433v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029814355.1_ASM2981435v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029814405.1_ASM2981440v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029814975.1_ASM2981497v1_genomic.fna	2	2	2	2	2	2	5	724	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029847455.2_ASM2984745v2_genomic.fna	3	~1	7	1	9	1	4	new_alleles	abaumannii#2			NA	NA	NA
GCA_029909475.1_ASM2990947v1_genomic.fna	3	2	2	2	44	4	4	155	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_030027985.1_ASM3002798v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030028005.1_ASM3002800v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030168245.1_ASM3016824v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030168265.1_ASM3016826v1_genomic.fna	40	2	2	2	9	1	36	274	abaumannii#2		Acinetobacter baumannii	98	Not IC	Not IC
GCA_030168285.1_ASM3016828v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030413705.1_ASM3041370v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_030585225.1_ASM3058522v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030585245.1_ASM3058524v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030585265.1_ASM3058526v1_genomic.fna	1	-	1	2	65	1	5	-	abaumannii#2			NA	NA	NA
GCA_030585285.1_ASM3058528v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030585305.1_ASM3058530v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030585325.1_ASM3058532v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030585345.1_ASM3058534v1_genomic.fna	1	1	1	2	65	1	5	406	abaumannii#2		Acinetobacter baumannii	17	Not IC	Not IC
GCA_030585365.1_ASM3058536v1_genomic.fna	1	1	1	2	65	1	5	406	abaumannii#2		Acinetobacter baumannii	17	Not IC	Not IC
GCA_030585385.1_ASM3058538v1_genomic.fna	1	1	1	2	65	1	5	406	abaumannii#2		Acinetobacter baumannii	17	Not IC	Not IC
GCA_030585405.1_ASM3058540v1_genomic.fna	1	1	1	2	65	1	5	406	abaumannii#2		Acinetobacter baumannii	17	Not IC	Not IC
GCA_030704325.1_ASM3070432v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_030718975.1_ASM3071897v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_032634445.3_ASM3263444v3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_032822615.1_ASM3282261v1_genomic.fna	3	3	2	2	5	2	5	350	abaumannii#2		Acinetobacter baumannii	99	Not IC	Not IC
GCA_033170255.1_ASM3317025v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033181005.1_ASM3318100v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033181805.1_ASM3318180v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033187155.1_ASM3318715v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033187975.1_ASM3318797v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033188675.1_ASM3318867v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033189435.1_ASM3318943v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033189955.1_ASM3318995v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033189995.1_ASM3318999v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033190015.1_ASM3319001v1_genomic.fna	25	3	7	2	5	4	5	2247	abaumannii#2			100	Not IC	Not IC
GCA_033190095.1_ASM3319009v1_genomic.fna	1	3	194	2	4	4	5	1384	abaumannii#2			101	Not IC	Not IC
GCA_033190675.1_ASM3319067v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033190815.1_ASM3319081v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033191195.1_ASM3319119v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033191435.1_ASM3319143v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033192035.1_ASM3319203v1_genomic.fna	3	1	5	3	3	1	2	2532	abaumannii#2			102	Not IC	Not IC
GCA_033378915.2_ASM3337891v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_033469325.1_ASM3346932v1_genomic.fna	97	3	13	1	4	4	14	578	abaumannii#2		Acinetobacter baumannii	103	Not IC	Not IC
GCA_033612615.1_ASM3361261v1_genomic.fna	3	2	2	2	44	4	4	155	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_034081005.1_ASM3408100v1_genomic.fna	8	3	10	1	4	2	4	1153	abaumannii#2		Acinetobacter baumannii	104	Not IC	Not IC
GCA_034083075.1_ASM3408307v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_034126645.2_ASM3412664v2_genomic.fna	2	2	2	2	2	~2	2	new_alleles	abaumannii#2			NA	NA	NA
GCA_034126905.2_ASM3412690v2_genomic.fna	2	2	2	2	2	~2	2	new_alleles	abaumannii#2			NA	NA	NA
GCA_034331205.2_ASM3433120v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_034422775.1_ASM3442277v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_034422815.1_ASM3442281v1_genomic.fna	5	2	4	1	3	3	4	85	abaumannii#2		Acinetobacter baumannii	15	IC9	IC9
GCA_034494405.1_ASM3449440v1_genomic.fna	34	4	37	1	5	6	36	1142	abaumannii#2		Acinetobacter baumannii	43	Not IC	Not IC
GCA_035666135.1_ASM3566613v1_genomic.fna	26	2	6	2	5	1	5	new_ST	abaumannii#2			NA	NA	NA
GCA_035753605.1_ASM3575360v1_genomic.fna	2	2	2	2	2	2	43	187	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_035754475.1_ASM3575447v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_035755505.1_ASM3575550v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_035937495.1_ASM3593749v1_genomic.fna	3	3	2	4	7	2	30	307	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_036287255.1_ASM3628725v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_036287275.1_ASM3628727v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_036320755.1_ASM3632075v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_036584025.1_ASM3658402v1_genomic.fna	39	2	2	2	4	27	4	150	abaumannii#2		Acinetobacter baumannii	23	Not IC	Not IC
GCA_036601155.1_AB5075_UoB_1.0_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_036602705.1_AB5075_UoB_gtr52_SAba13_1.0_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_036689575.1_ASM3668957v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_036701095.1_ASM3670109v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_036718155.2_ASM3671815v2_genomic.fna	1	2	1	2	65	1	5	2512	abaumannii#2			17	Not IC	Not IC
GCA_036870965.1_ASM3687096v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_037008665.2_ASM3700866v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_037008745.2_ASM3700874v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_037039585.1_ASM3703958v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_037039675.1_ASM3703967v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_037215885.1_ASM3721588v1_genomic.fna	2	2	2	2	615	2	2	2716	abaumannii#2			0	IC2	IC2
GCA_037429075.2_2024CK-00278_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_037751415.2_ASM3775141v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_037939845.1_ASM3793984v1_genomic.fna	1	3	40	2	7	1	1	1336	abaumannii#2			106	Not IC	Not IC
GCA_038069235.2_ASM3806923v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038069255.2_ASM3806925v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038098625.1_ASM3809862v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038418265.2_ASM3841826v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038418285.2_ASM3841828v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038418365.2_ASM3841836v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038441195.1_ASM3844119v1_genomic.fna	2	2	2	2	2	1	2	195	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038441205.1_ASM3844120v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038441215.1_ASM3844121v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038441225.1_ASM3844122v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038441235.1_ASM3844123v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038441245.1_ASM3844124v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038441255.1_ASM3844125v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038441325.1_ASM3844132v1_genomic.fna	1	1	2	2	3	4	4	32	abaumannii#2		Acinetobacter baumannii	11	Not IC	Not IC
GCA_038442095.1_ASM3844209v1_genomic.fna	1	1	2	2	3	4	4	32	abaumannii#2		Acinetobacter baumannii	11	Not IC	Not IC
GCA_038442125.1_ASM3844212v1_genomic.fna	1	1	2	2	3	4	4	32	abaumannii#2		Acinetobacter baumannii	11	Not IC	Not IC
GCA_038442225.1_CIRI-40288_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442235.1_CIRI-F19-10-CH8_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442265.1_CIRI-F19-10-CH6_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442275.1_CIRI-F19-10-CH3_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442285.1_CIRI-F19-10-MH12_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442295.1_CIRI-F19-10-MH6_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442305.1_CIRI-F19-10-9_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442375.1_CIRI-F19-10-8_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442385.1_CIRI-F19-10-4_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442395.1_CIRI-F19-10-2_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442405.1_CIRI-F19-02_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442415.1_CIRI-F18-02_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442425.1_CIRI-F16-05_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442555.1_CIRI-F15-06_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442565.1_CIRI-F15-02_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442575.1_CIRI-F15-01B_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442585.1_CIRI-F15-01A_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038442635.1_CIRI-F14-11_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_038522965.2_ASM3852296v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038627255.2_ASM3862725v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038627275.2_ASM3862727v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_038627335.2_ASM3862733v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_039518815.2_ASM3951881v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_039545565.1_NCSR_106_Hybrid_assembly_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_039566025.1_ASM3956602v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_039653385.2_ASM3965338v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_039654205.1_ASM3965420v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_039658505.1_ASM3965850v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_039701065.1_ASM3970106v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_039779435.1_ASM3977943v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_039780165.1_ASM3978016v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_040267665.1_ASM4026766v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040273015.2_ASM4027301v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_040273095.2_ASM4027309v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_040273435.2_ASM4027343v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_040357515.1_ASM4035751v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_040529205.1_ASM4052920v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529215.1_ASM4052921v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529225.1_ASM4052922v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529235.1_ASM4052923v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529245.1_ASM4052924v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529255.1_ASM4052925v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529265.1_ASM4052926v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529275.1_ASM4052927v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529285.1_ASM4052928v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529295.1_ASM4052929v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529305.1_ASM4052930v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529315.1_ASM4052931v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040529325.1_ASM4052932v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040536855.1_ASM4053685v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040536945.1_ASM4053694v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040536955.1_ASM4053695v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040536965.1_ASM4053696v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040543095.1_ASM4054309v1_genomic.fna	41	42	13	1	5	4	14	158	abaumannii#2		Acinetobacter baumannii	26	IC12	IC12
GCA_040703085.1_ASM4070308v1_genomic.fna	41	42	13	1	5	4	14	158	abaumannii#2		Acinetobacter baumannii	26	IC12	IC12
GCA_040801815.1_ASM4080181v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_040822125.1_ASM4082212v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_040822385.1_ASM4082238v1_genomic.fna	1	3	2	1	4	4	92	575	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_040822395.1_ASM4082239v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_040822405.1_ASM4082240v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040822435.1_ASM4082243v1_genomic.fna	39	2	2	2	4	27	4	150	abaumannii#2		Acinetobacter baumannii	23	Not IC	Not IC
GCA_040834015.1_ASM4083401v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_040898785.2_ASM4089878v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040930415.1_ASM4093041v1_genomic.fna	3	2	2	2	3	4	4	374	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_040939585.2_ASM4093958v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040956905.1_ASM4095690v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040956925.1_ASM4095692v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040956955.1_ASM4095695v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040957045.1_ASM4095704v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
